年度,大会,段階,日付,チームA,学校A,チームB,学校B,得点A,得点B,PK_A,PK_B,出典
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第5地区,2014-12-23,明大中野,明大中野,武蔵,武蔵,0,3,,,https://koko-soccer.com/score/28
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-16,東京学芸大附,東京学芸大附,都立町田総合,町田総合,5,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-16,目黒学院,目黒学院,日工大駒場,日工大駒場,0,5,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-16,玉川学園,玉川学園,都立町田,町田,1,2,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-16,都立松原,松原,東京学園,東京学園,6,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,都立目黒,目黒,都立国際,国際,4,2,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,日本学園,日本学園,東京学芸大附,東京学芸大附,7,1,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,都立世田谷総合,世田谷総合,都立芦花,芦花,0,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,桜美林,桜美林,都立狛江,狛江,0,3,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,都立千歳丘,千歳丘,都立桜修館,桜修館中等,2,3,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,日大桜丘,日大櫻丘,都立若葉総合,若葉総合,10,3,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,都立山崎,山崎,都立深沢,深沢,0,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,世田谷学園,世田谷学園,駒場東邦,駒場東邦,0,1,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,成城学園,成城学園,都立町田,町田,0,2,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,大東学園,大東学園,日出,日出,2,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,和光,和光,都立成瀬,成瀬,1,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,都立松原,松原,日大三,日大三,1,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,都立桜町,桜町,都立小川,小川,1,1,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,都立総合工科,総合工科,筑波大駒場,筑波大駒場,1,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-23,東京都市大等々力,東京都市大等々力,駒場学園,駒場学園,1,8,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-24,東京都市大付,都市大付,日工大駒場,日工大駒場,3,3,5,3,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-24,都立目黒,目黒,多摩大目黒,多摩大学目黒,0,4,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-30,日本学園,日本学園,都立芦花,芦花,6,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-30,都立狛江,狛江,都立桜修館,桜修館中等,0,1,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-30,東京都市大付,都市大付,日大桜丘,日大櫻丘,2,1,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-30,都立深沢,深沢,駒場東邦,駒場東邦,0,3,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-30,都立町田,町田,大東学園,大東学園,1,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-30,和光,和光,都立松原,松原,2,1,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-30,多摩大目黒,多摩大学目黒,都立桜町,桜町,2,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-11-30,都立総合工科,総合工科,駒場学園,駒場学園,0,5,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-12-14,日本学園,日本学園,都立桜修館,桜修館中等,1,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-12-14,東京都市大付,都市大付,駒場東邦,駒場東邦,2,2,5,4,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-12-14,都立町田,町田,和光,和光,0,0,5,6,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-12-14,多摩大目黒,多摩大学目黒,駒場学園,駒場学園,1,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-12-21,日本学園,日本学園,東京都市大付,都市大付,3,0,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-12-21,和光,和光,多摩大目黒,多摩大学目黒,1,4,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第6地区,2014-12-23,日本学園,日本学園,多摩大目黒,多摩大学目黒,2,1,,,https://koko-soccer.com/score/29
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-12-23,都立国立,国立,都立日野台,日野台,1,1,4,3,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-16,都立南平,南平,都立永山,永山,2,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-16,都立調布北,調布北,都立八王子北,八王子北,1,1,5,4,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-16,都立神代,神代,明星学園,明星学園,3,2,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-16,八王子,八王子,都立府中西,府中西,3,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-16,都立府中工,府中工科,法政大高,法政大高,0,15,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-16,都立府中,府中,聖パウロ学園,聖パウロ学園,20,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立片倉,片倉,都立南平,南平,5,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,多摩大聖ヶ丘,多摩大聖ヶ丘,昭和一,昭和一,0,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立国立,国立,都立日野,日野,3,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,工学院大附,工学院大附,明星,明星,1,1,5,6,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立調布南,調布南,都立調布北,調布北,4,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,穎明館,穎明館,明大明治,明大明治,0,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立翔陽,翔陽,帝京大高,帝京大高,1,4,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立神代,神代,桐朋,桐朋,1,5,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,大成,大成,八王子,八王子,4,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立南多摩,南多摩,明大中野八王子,明大中野八王子,1,10,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立府中東,府中東,帝京八王子,帝京八王子,3,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,法政大高,法政大高,都立八王子東,八王子東,3,3,3,1,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立松が谷,松が谷,八王子実践,八王子実践,2,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立立川国際中等教育学校,立川国際中等教育学校,都立立川,立川,1,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立富士森,富士森,都立八王子桑志,八王子桑志,3,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-23,都立府中,府中,都立日野台,日野台,0,2,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-24,都立片倉,片倉,昭和一,昭和一,1,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-24,都立国立,国立,明星,明星,2,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-24,都立調布南,調布南,明大明治,明大明治,0,0,5,4,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-24,帝京大高,帝京大高,桐朋,桐朋,0,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-24,大成,大成,明大中野八王子,明大中野八王子,1,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-24,都立府中東,府中東,法政大高,法政大高,3,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-24,都立松が谷,松が谷,都立立川国際中等教育学校,立川国際中等教育学校,0,0,5,4,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-11-24,都立富士森,富士森,都立日野台,日野台,0,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-12-14,都立片倉,片倉,都立国立,国立,0,4,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-12-14,都立調布南,調布南,桐朋,桐朋,2,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-12-14,大成,大成,都立府中東,府中東,5,0,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-12-14,都立松が谷,松が谷,都立日野台,日野台,2,3,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-12-21,都立国立,国立,都立調布南,調布南,1,2,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-12-21,大成,大成,都立日野台,日野台,4,1,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第7地区,2014-12-23,都立調布南,調布南,大成,大成,1,2,,,https://koko-soccer.com/score/30
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第8地区,2014-11-16,国際基督教大高,国際基督教大高,明学東村山,明治学院東村山,0,1,,,https://koko-soccer.com/score/31
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第8地区,2014-11-16,都立拝島,拝島,都立東村山,東村山,4,0,,,https://koko-soccer.com/score/31
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第8地区,2014-11-16,中大附,中大附属,都立多摩科学技術,多摩科学技術,5,0,,,https://koko-soccer.com/score/31
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第8地区,2014-11-23,成蹊,成蹊,明学東村山,明治学院東村山,0,2,,,https://koko-soccer.com/score/31
2014,新人戦,都高校サッカー新人選手権大会 地区予選 第8地区,2014-11-23,都立武蔵野北,武蔵野北,都立昭和,昭和,2,0,,,https://koko-soccer.com/score/31
