年度,リーグ,区分,ホーム,ホーム学校,ホーム区分,アウェイ,アウェイ学校,アウェイ区分,得点H,得点A,出典
2010,NSリーグ,2部Aブロック,日大鶴ヶ丘B,日大鶴ヶ丘,B,練馬,練馬,,1,3,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,日大鶴ヶ丘B,日大鶴ヶ丘,B,早大学院C,早大学院,C,1,2,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,日大鶴ヶ丘B,日大鶴ヶ丘,B,東京立正,東京立正,,2,1,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,日大鶴ヶ丘B,日大鶴ヶ丘,B,保谷C,保谷,C,1,3,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,日大鶴ヶ丘B,日大鶴ヶ丘,B,杉並学院B,杉並学院,B,3,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,練馬,練馬,,早大学院C,早大学院,C,1,2,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,練馬,練馬,,東京立正,東京立正,,2,3,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,練馬,練馬,,保谷C,保谷,C,0,3,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,練馬,練馬,,杉並学院B,杉並学院,B,2,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,早大学院C,早大学院,C,東京立正,東京立正,,1,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,早大学院C,早大学院,C,杉並学院B,杉並学院,B,3,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,東京立正,東京立正,,保谷C,保谷,C,2,1,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,東京立正,東京立正,,杉並学院B,杉並学院,B,2,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Aブロック,保谷C,保谷,C,杉並学院B,杉並学院,B,3,1,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,早大学院B,早大学院,B,杉並,杉並,,0,2,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,早大学院B,早大学院,B,中大杉並,中大杉並,,2,2,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,早大学院B,早大学院,B,井草,井草,,9,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,早大学院B,早大学院,B,大宮ソシオ,大宮ソシオ,,0,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,早大学院B,早大学院,B,東大附属,東大附属,,6,2,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,早大学院B,早大学院,B,鷺宮,鷺宮,,2,3,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,早大学院B,早大学院,B,第四商業,第四商業,,11,1,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,杉並,杉並,,中大杉並,中大杉並,,0,1,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,杉並,杉並,,井草,井草,,2,3,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,杉並,杉並,,大宮ソシオ,大宮ソシオ,,0,4,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,杉並,杉並,,東大附属,東大附属,,1,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,杉並,杉並,,鷺宮,鷺宮,,2,3,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,杉並,杉並,,第四商業,第四商業,,8,1,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,中大杉並,中大杉並,,井草,井草,,1,1,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,中大杉並,中大杉並,,大宮ソシオ,大宮ソシオ,,0,4,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,中大杉並,中大杉並,,鷺宮,鷺宮,,1,2,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,中大杉並,中大杉並,,第四商業,第四商業,,5,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,井草,井草,,大宮ソシオ,大宮ソシオ,,1,5,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,井草,井草,,東大附属,東大附属,,4,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,井草,井草,,鷺宮,鷺宮,,1,4,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,井草,井草,,第四商業,第四商業,,3,2,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,大宮ソシオ,大宮ソシオ,,東大附属,東大附属,,11,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,大宮ソシオ,大宮ソシオ,,鷺宮,鷺宮,,4,1,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,大宮ソシオ,大宮ソシオ,,第四商業,第四商業,,12,0,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,東大附属,東大附属,,鷺宮,鷺宮,,0,12,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,東大附属,東大附属,,第四商業,第四商業,,2,5,waseda_2010-NSリーグ星取表1･2部.pdf
2010,NSリーグ,2部Bブロック,鷺宮,鷺宮,,第四商業,第四商業,,8,0,waseda_2010-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,杉並FC,杉並F,C,日大鶴ヶ丘,日大鶴ヶ丘,,1,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,杉並FC,杉並F,C,武蔵丘,武蔵丘,,2,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,杉並FC,杉並F,C,早大学院A,早大学院,A,1,7,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,杉並FC,杉並F,C,早大学院B,早大学院,B,1,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,杉並FC,杉並F,C,大宮ソシオ,大宮ソシオ,,2,4,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,杉並FC,杉並F,C,東亜,東亜学園,,5,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,杉並FC,杉並F,C,実践C,実践学園,C,3,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,杉並FC,杉並F,C,久我山C,国学院久我山,C,2,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,日大鶴ヶ丘,日大鶴ヶ丘,,武蔵丘,武蔵丘,,6,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,日大鶴ヶ丘,日大鶴ヶ丘,,早大学院A,早大学院,A,0,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,日大鶴ヶ丘,日大鶴ヶ丘,,早大学院B,早大学院,B,0,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,日大鶴ヶ丘,日大鶴ヶ丘,,大宮ソシオ,大宮ソシオ,,1,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,日大鶴ヶ丘,日大鶴ヶ丘,,東亜,東亜学園,,3,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,日大鶴ヶ丘,日大鶴ヶ丘,,実践C,実践学園,C,4,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,日大鶴ヶ丘,日大鶴ヶ丘,,久我山C,国学院久我山,C,1,5,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,武蔵丘,武蔵丘,,早大学院A,早大学院,A,0,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,武蔵丘,武蔵丘,,早大学院B,早大学院,B,2,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,武蔵丘,武蔵丘,,大宮ソシオ,大宮ソシオ,,3,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,武蔵丘,武蔵丘,,東亜,東亜学園,,0,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,武蔵丘,武蔵丘,,実践C,実践学園,C,1,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,武蔵丘,武蔵丘,,久我山C,国学院久我山,C,1,5,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,早大学院A,早大学院,A,大宮ソシオ,大宮ソシオ,,2,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,早大学院A,早大学院,A,東亜,東亜学園,,10,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,早大学院A,早大学院,A,実践C,実践学園,C,4,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,早大学院A,早大学院,A,久我山C,国学院久我山,C,1,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,早大学院B,早大学院,B,大宮ソシオ,大宮ソシオ,,3,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,早大学院B,早大学院,B,東亜,東亜学園,,2,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,早大学院B,早大学院,B,実践C,実践学園,C,1,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,早大学院B,早大学院,B,久我山C,国学院久我山,C,2,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,東亜,東亜学園,,4,5,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,実践C,実践学園,C,0,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,大宮ソシオ,大宮ソシオ,,久我山C,国学院久我山,C,1,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,東亜,東亜学園,,実践C,実践学園,C,1,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,東亜,東亜学園,,久我山C,国学院久我山,C,2,5,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,1部,実践C,実践学園,C,久我山C,国学院久我山,C,3,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,杉並総合,杉並総合,,大泉,大泉,,0,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,杉並総合,杉並総合,,早大学院C,早大学院,C,1,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,杉並総合,杉並総合,,保谷B,保谷,B,6,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,杉並総合,杉並総合,,アヤックス,アヤックス,,0,5,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,杉並総合,杉並総合,,富士,富士,,2,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,杉並総合,杉並総合,,田柄,田柄,,3,3,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,大泉,大泉,,早大学院C,早大学院,C,3,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,大泉,大泉,,保谷B,保谷,B,2,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,大泉,大泉,,アヤックス,アヤックス,,2,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,大泉,大泉,,富士,富士,,5,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,大泉,大泉,,田柄,田柄,,4,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,早大学院C,早大学院,C,保谷B,保谷,B,2,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,早大学院C,早大学院,C,アヤックス,アヤックス,,1,0,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,早大学院C,早大学院,C,富士,富士,,2,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,早大学院C,早大学院,C,田柄,田柄,,4,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,保谷B,保谷,B,アヤックス,アヤックス,,3,2,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,保谷B,保谷,B,富士,富士,,4,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,保谷B,保谷,B,田柄,田柄,,4,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,アヤックス,アヤックス,,富士,富士,,2,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,アヤックス,アヤックス,,田柄,田柄,,4,1,waseda_2011-NSリーグ星取表1･2部.pdf
2011,NSリーグ,2部Cブロック,富士,富士,,田柄,田柄,,7,3,waseda_2011-NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,駒澤大学サテライト,駒澤大学サテライト,,大東文化第一,大東文化一,,1,2,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,駒澤大学サテライト,駒澤大学サテライト,,関東第一C,関東第一,C,6,2,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,駒澤大学サテライト,駒澤大学サテライト,,駒場B,駒場,B,2,2,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,駒澤大学サテライト,駒澤大学サテライト,,かえつ有明B,かえつ有明,B,5,3,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,駒澤大学サテライト,駒澤大学サテライト,,八王子,八王子,,10,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,駒澤大学サテライト,駒澤大学サテライト,,早大学院A,早大学院,A,10,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,駒澤大学サテライト,駒澤大学サテライト,,野津田,野津田,,3,4,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,駒澤大学サテライト,駒澤大学サテライト,,横河武蔵野B,横河武蔵野,B,2,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,駒澤大学サテライト,駒澤大学サテライト,,調布南,調布南,,3,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,駒澤大学サテライト,駒澤大学サテライト,,三菱養和B,三菱養和,B,1,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,大東文化第一,大東文化一,,関東第一C,関東第一,C,2,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,大東文化第一,大東文化一,,駒場B,駒場,B,5,2,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,大東文化第一,大東文化一,,かえつ有明B,かえつ有明,B,7,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,大東文化第一,大東文化一,,八王子,八王子,,2,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,大東文化第一,大東文化一,,早大学院A,早大学院,A,2,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,大東文化第一,大東文化一,,野津田,野津田,,1,9,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,大東文化第一,大東文化一,,横河武蔵野B,横河武蔵野,B,3,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,大東文化第一,大東文化一,,調布南,調布南,,1,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,大東文化第一,大東文化一,,三菱養和B,三菱養和,B,3,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,関東第一C,関東第一,C,駒場B,駒場,B,0,2,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,関東第一C,関東第一,C,かえつ有明B,かえつ有明,B,1,5,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,関東第一C,関東第一,C,八王子,八王子,,5,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,関東第一C,関東第一,C,早大学院A,早大学院,A,0,0,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,関東第一C,関東第一,C,野津田,野津田,,0,5,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,関東第一C,関東第一,C,横河武蔵野B,横河武蔵野,B,3,2,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,関東第一C,関東第一,C,調布南,調布南,,1,2,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
2012,地区トップリーグ,グループA,関東第一C,関東第一,C,三菱養和B,三菱養和,B,2,1,waseda_2012-地区トップリーグ・NSリーグ星取表1･2部.pdf
