年度,リーグ,日時,ホーム,学校H,アウェイ,学校A,得点H,得点A,状態,出典
2014,T3,2014.04.16,武蔵,武蔵,かえつ有明,かえつ有明,0,6,終了,https://koko-soccer.com/score/7
2014,T3,2014.04.19,東京成徳大高,東京成徳大高,都立東大和南,東大和南,7,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.04.19,東京,東京,保善,保善,0,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.04.20,都立日野台,日野台,都立国分寺,国分寺,2,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.04.25,大東大一,大東大一,早稲田実業,早稲田実業,1,2,終了,https://koko-soccer.com/score/7
2014,T3,2014.05.06,早稲田実業,早稲田実業,武蔵,武蔵,3,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.05.06,かえつ有明,かえつ有明,都立日野台,日野台,2,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.05.06,都立国分寺,国分寺,東京成徳大高,東京成徳大高,0,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.05.06,都立東大和南,東大和南,保善,保善,2,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.06.20,東京,東京,大東大一,大東大一,3,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.06.04,都立日野台,日野台,早稲田実業,早稲田実業,2,2,終了,https://koko-soccer.com/score/7
2014,T3,2014.06.05,保善,保善,都立国分寺,国分寺,1,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.06.15,武蔵,武蔵,大東大一,大東大一,0,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.06.17,東京成徳大高,東京成徳大高,かえつ有明,かえつ有明,1,2,終了,https://koko-soccer.com/score/7
2014,T3,2014.06.29,都立東大和南,東大和南,東京,東京,1,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.08.11,都立東大和南,東大和南,東京,東京,1,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.07.11,早稲田実業,早稲田実業,東京成徳大高,東京成徳大高,1,3,終了,https://koko-soccer.com/score/7
2014,T3,2014.07.13,東京,東京,武蔵,武蔵,2,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.07.17,かえつ有明,かえつ有明,保善,保善,0,2,終了,https://koko-soccer.com/score/7
2014,T3,2014.07.18,都立国分寺,国分寺,都立東大和南,東大和南,5,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.07.19,大東大一,大東大一,都立日野台,日野台,0,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.07.24,東京成徳大高,東京成徳大高,大東大一,大東大一,4,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.07.25,都立東大和南,東大和南,かえつ有明,かえつ有明,0,10,終了,https://koko-soccer.com/score/7
2014,T3,2014.08.07,武蔵,武蔵,都立日野台,日野台,2,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.08.08,東京,東京,都立国分寺,国分寺,1,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.08.09,保善,保善,早稲田実業,早稲田実業,2,3,終了,https://koko-soccer.com/score/7
2014,T3,2014.08.25,都立国分寺,国分寺,かえつ有明,かえつ有明,2,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.08.26,都立日野台,日野台,東京,東京,0,2,終了,https://koko-soccer.com/score/7
2014,T3,2014.09.01,早稲田実業,早稲田実業,都立東大和南,東大和南,6,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.09.07,武蔵,武蔵,東京成徳大高,東京成徳大高,0,5,終了,https://koko-soccer.com/score/7
2014,T3,2014.11.02,大東大一,大東大一,保善,保善,1,4,終了,https://koko-soccer.com/score/7
2014,T3,2014.08.26,都立東大和南,東大和南,大東大一,大東大一,5,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.09.21,保善,保善,武蔵,武蔵,4,2,終了,https://koko-soccer.com/score/7
2014,T3,2014.09.23,かえつ有明,かえつ有明,東京,東京,8,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.10.26,東京成徳大高,東京成徳大高,都立日野台,日野台,4,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.10.01,早稲田実業,早稲田実業,かえつ有明,かえつ有明,1,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.10.01,都立日野台,日野台,保善,保善,3,0,終了,https://koko-soccer.com/score/7
2014,T3,2014.10.02,東京,東京,東京成徳大高,東京成徳大高,1,1,終了,https://koko-soccer.com/score/7
2014,T3,2014.10.05,武蔵,武蔵,都立東大和南,東大和南,2,2,終了,https://koko-soccer.com/score/7
2014,T3,2014.10.28,大東大一,大東大一,都立国分寺,国分寺,1,3,終了,https://koko-soccer.com/score/7
2014,T4,2014.10.26,駒澤大学高等学校（B),駒澤大高,國學院久我山（B),国学院久我山,3,0,終了,https://koko-soccer.com/score/32
2014,T4,2014.11.06,三菱養和SCユース（B),三菱養和SCユース,都立野津田,野津田,12,2,終了,https://koko-soccer.com/score/32
2014,T4,2014.11.02,桐朋,桐朋,都立豊島,豊島,4,3,終了,https://koko-soccer.com/score/32
2014,T4,2014.10.30,都立調布南,調布南,都立つばさ総合,つばさ総合,1,1,終了,https://koko-soccer.com/score/32
2014,T4,2014.11.09,東亜学園,東亜学園,都立足立,足立,4,0,終了,https://koko-soccer.com/score/32
2014,T4,2014.11.18,都立狛江,狛江,本郷,本郷,1,4,終了,https://koko-soccer.com/score/32
2014,T4,2014.04.02,都立狛江,狛江,東亜学園,東亜学園,2,1,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.04,かえつ有明(B),かえつ有明,都立豊島,豊島,1,3,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.06,都立調布南,調布南,都立保谷,保谷,2,3,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.20,國學院久我山(B),国学院久我山,三菱養和SCユース(B),三菱養和SCユース,2,1,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.12,都立豊島,豊島,都立保谷,保谷,1,4,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.12,三菱養和SCユース(B),三菱養和SCユース,都立調布南,調布南,1,1,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.13,東亜学園,東亜学園,かえつ有明（B),かえつ有明,3,5,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.13,都立狛江,狛江,國學院久我山（B）,国学院久我山,1,4,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.19,都立保谷,保谷,都立狛江,狛江,6,1,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.20,東亜学園,東亜学園,都立調布南,調布南,3,2,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.29,かえつ有明（B),かえつ有明,三菱養和SCユース(B),三菱養和SCユース,1,12,終了,https://koko-soccer.com/score/5
2014,T4,2014.07.20,國學院久我山（B),国学院久我山,都立豊島,豊島,3,2,終了,https://koko-soccer.com/score/5
2014,T4,2014.05.25,國學院久我山（B),国学院久我山,東亜学園,東亜学園,4,1,終了,https://koko-soccer.com/score/5
2014,T4,2014.06.15,都立保谷,保谷,かえつ有明（B),かえつ有明,4,2,終了,https://koko-soccer.com/score/5
2014,T4,2014.06.23,三菱養和SCユース(B),三菱養和SCユース,都立狛江,狛江,4,0,終了,https://koko-soccer.com/score/5
2014,T4,2014.07.13,都立調布南,調布南,都立豊島,豊島,1,0,終了,https://koko-soccer.com/score/5
2014,T4,2014.06.07,三菱養和SCユース（B),三菱養和SCユース,東亜学園,東亜学園,5,0,終了,https://koko-soccer.com/score/5
2014,T4,2014.06.08,都立保谷,保谷,國學院久我山（B),国学院久我山,1,2,終了,https://koko-soccer.com/score/5
2014,T4,2014.08.07,都立狛江,狛江,都立豊島,豊島,1,1,終了,https://koko-soccer.com/score/5
2014,T4,2014.09.06,かえつ有明（B),かえつ有明,都立調布南,調布南,3,2,終了,https://koko-soccer.com/score/5
2014,T4,2014.06.15,都立狛江,狛江,都立調布南,調布南,1,0,終了,https://koko-soccer.com/score/5
2014,T4,2014.06.16,都立豊島,豊島,三菱養和SCユース(B),三菱養和SCユース,1,5,終了,https://koko-soccer.com/score/5
2014,T4,2014.06.29,國學院久我山（B),国学院久我山,かえつ有明（B),かえつ有明,2,1,終了,https://koko-soccer.com/score/5
2014,T4,2014.07.13,東亜学園,東亜学園,都立保谷,保谷,1,2,終了,https://koko-soccer.com/score/5
2014,T4,2014.06.22,都立調布南,調布南,國學院久我山(B),国学院久我山,0,3,終了,https://koko-soccer.com/score/5
2014,T4,2014.07.21,三菱養和SCユース（B),三菱養和SCユース,都立保谷,保谷,6,0,終了,https://koko-soccer.com/score/5
2014,T4,2014.09.07,都立豊島,豊島,東亜学園,東亜学園,3,1,終了,https://koko-soccer.com/score/5
2014,T4,2014.04.02,都立野津田,野津田,都立つばさ総合,つばさ総合,5,3,終了,https://koko-soccer.com/score/6
2014,T4,2014.04.04,都立東久留米総合（B),東久留米総合,桐朋,桐朋,2,3,終了,https://koko-soccer.com/score/6
2014,T4,2014.04.04,横河武蔵野ＦＣユース（B),横河武蔵野FCユース,本郷,本郷,4,1,終了,https://koko-soccer.com/score/6
2014,T4,2014.04.04,駒澤大学高等学校（B),駒澤大高,都立足立,足立,5,1,終了,https://koko-soccer.com/score/6
2014,T4,2014.04.13,桐朋,桐朋,都立野津田,野津田,2,4,終了,https://koko-soccer.com/score/6
2014,T4,2014.04.13,横河武蔵野ＦＣユース（Ｂ）,横河武蔵野FCユース,都立足立,足立,5,2,終了,https://koko-soccer.com/score/6
2014,T4,2014.04.19,都立つばさ総合,つばさ総合,都立東久留米総合（B),東久留米総合,1,3,終了,https://koko-soccer.com/score/6
2014,T4,2014.07.18,本郷,本郷,駒澤大学高等学校(B),駒澤大高,0,3,終了,https://koko-soccer.com/score/6
2014,T4,2014.05.05,都立東久留米総合（B),東久留米総合,都立足立,足立,2,0,終了,https://koko-soccer.com/score/6
2014,T4,2014.05.06,都立野津田,野津田,本郷,本郷,5,2,終了,https://koko-soccer.com/score/6
2014,T4,2014.06.29,駒澤大学高等学校（B),駒澤大高,桐朋,桐朋,2,1,終了,https://koko-soccer.com/score/6
2014,T4,2014.07.13,横河武蔵野ＦＣユース（B),横河武蔵野FCユース,都立つばさ総合,つばさ総合,4,1,終了,https://koko-soccer.com/score/6
2014,T4,2014.06.01,都立つばさ総合,つばさ総合,駒澤大学高等学校（B),駒澤大高,0,4,終了,https://koko-soccer.com/score/6
2014,T4,2014.06.01,本郷,本郷,都立東久留米総合（B),東久留米総合,1,0,終了,https://koko-soccer.com/score/6
2014,T4,2014.07.13,都立足立,足立,都立野津田,野津田,3,5,終了,https://koko-soccer.com/score/6
2014,T4,2014.04.20,本郷,本郷,桐朋,桐朋,2,2,終了,https://koko-soccer.com/score/6
2014,T4,2014.05.29,都立野津田,野津田,駒澤大学高等学校（B),駒澤大高,1,2,終了,https://koko-soccer.com/score/6
2014,T4,2014.08.07,都立足立,足立,都立つばさ総合,つばさ総合,1,4,終了,https://koko-soccer.com/score/6
2014,T4,2014.08.28,都立東久留米総合（B),東久留米総合,横河武蔵野ＦＣユース（B),横河武蔵野FCユース,8,0,終了,https://koko-soccer.com/score/6
2014,T4,2014.06.15,都立つばさ総合,つばさ総合,本郷,本郷,1,3,終了,https://koko-soccer.com/score/6
2014,T4,2014.06.15,桐朋,桐朋,都立足立,足立,1,0,終了,https://koko-soccer.com/score/6
2014,T4,2014.06.28,横河武蔵野ＦＣユース（B),横河武蔵野FCユース,都立野津田,野津田,5,2,終了,https://koko-soccer.com/score/6
2014,T4,2014.07.12,駒澤大学高等学校（B),駒澤大高,都立東久留米総合（B),東久留米総合,0,1,終了,https://koko-soccer.com/score/6
2014,T4,2014.06.22,桐朋,桐朋,都立つばさ総合,つばさ総合,0,2,終了,https://koko-soccer.com/score/6
2014,T4,2014.06.22,都立足立,足立,本郷,本郷,1,3,終了,https://koko-soccer.com/score/6
2014,T4,2014.07.20,都立野津田,野津田,都立東久留米総合（B),東久留米総合,2,0,終了,https://koko-soccer.com/score/6
2014,T4,2014.09.16,横河武蔵野ＦＣユース（B),横河武蔵野FCユース,駒澤大学高等学校（B),駒澤大高,2,4,終了,https://koko-soccer.com/score/6
2015,T1,2015.02.14 18：00,横河武蔵野ＦＣユース,横河武蔵野FCユース,成立学園,成立学園,3,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.02.15 10：00,駒澤大学高等学校,駒澤大高,都立東久留米総合,東久留米総合,1,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.02.15 14：00,帝京,帝京,関東一,関東第一,0,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.02.15 16:00,國學院久我山,国学院久我山,駿台学園,駿台学園,2,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.02.15 17:00,実践学園,実践学園,多摩大目黒,多摩大学目黒,4,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.02.18 18:00,帝京,帝京,成立学園,成立学園,2,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.02.19 18：30,駿台学園,駿台学園,横河武蔵野ＦＣユース,横河武蔵野FCユース,0,4,終了,https://koko-soccer.com/score/40
2015,T1,2015.02.21 13：30,都立東久留米総合,東久留米総合,実践学園,実践学園,1,2,終了,https://koko-soccer.com/score/40
2015,T1,2015.02.22 17：30,國學院久我山,国学院久我山,多摩大目黒,多摩大学目黒,5,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.02.25 18：00,関東一,関東第一,駒澤大学高等学校,駒澤大高,1,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.03.12 16：00,駒澤大学高等学校,駒澤大高,成立学園,成立学園,2,2,終了,https://koko-soccer.com/score/40
2015,T1,2015.03.12 18：00,帝京,帝京,横河武蔵野ＦＣユース,横河武蔵野FCユース,2,4,終了,https://koko-soccer.com/score/40
2015,T1,2015.03.14 17:00,実践学園,実践学園,関東一,関東第一,0,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.03.14 18：30,駿台学園,駿台学園,多摩大目黒,多摩大学目黒,3,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.05.04 9：30,都立東久留米総合,東久留米総合,國學院久我山,国学院久我山,5,2,終了,https://koko-soccer.com/score/40
2015,T1,2015.03.17 17:30,実践学園,実践学園,成立学園,成立学園,0,3,終了,https://koko-soccer.com/score/40
2015,T1,2015.03.17 18：30,帝京,帝京,駿台学園,駿台学園,4,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.03.21 19:00,横河武蔵野ＦＣユース,横河武蔵野FCユース,駒澤大学高等学校,駒澤大高,2,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.03.21 9：30,都立東久留米総合,東久留米総合,多摩大目黒,多摩大学目黒,4,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.07.05 10：00,関東一,関東第一,國學院久我山,国学院久我山,0,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.03.31 15：30,駿台学園,駿台学園,都立東久留米総合,東久留米総合,0,2,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.01 12:00,國學院久我山,国学院久我山,成立学園,成立学園,0,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.01 14:00,多摩大目黒,多摩大学目黒,関東一,関東第一,0,5,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.01 17:00,実践学園,実践学園,横河武蔵野ＦＣユース,横河武蔵野FCユース,2,4,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.02 16：00,駒澤大学高等学校,駒澤大高,帝京,帝京,4,2,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.07 10：00,関東一,関東第一,都立東久留米総合,東久留米総合,2,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.08 17：00,実践学園,実践学園,帝京,帝京,2,3,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.08 18：00,駿台学園,駿台学園,駒澤大学高等学校,駒澤大高,0,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.09 18：00,横河武蔵野ＦＣユース,横河武蔵野FCユース,國學院久我山,国学院久我山,0,2,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.15 18：00,成立学園,成立学園,多摩大目黒,多摩大学目黒,5,2,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.16 18：00,関東一,関東第一,駿台学園,駿台学園,2,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.21 18：30,多摩大目黒,多摩大学目黒,横河武蔵野ＦＣユース,横河武蔵野FCユース,1,6,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.22 18：30,帝京,帝京,國學院久我山,国学院久我山,1,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.29 17：00,実践学園,実践学園,駒澤大学高等学校,駒澤大高,4,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.04.29 9：30,都立東久留米総合,東久留米総合,成立学園,成立学園,3,1,終了,https://koko-soccer.com/score/40
2015,T1,2015.05.02 17：30,実践学園,実践学園,駿台学園,駿台学園,3,0,終了,https://koko-soccer.com/score/40
2015,T1,2015.05.03 10：00,成立学園,成立学園,関東一,関東第一,0,3,終了,https://koko-soccer.com/score/40
2015,T1,2015.05.13 18：00,横河武蔵野ＦＣユース,横河武蔵野FCユース,都立東久留米総合,東久留米総合,0,2,終了,https://koko-soccer.com/score/40
2015,T1,2015.05.13 18：30,駒澤大学高等学校,駒澤大高,國學院久我山,国学院久我山,1,3,終了,https://koko-soccer.com/score/40
2015,T1,2015.05.20 18：30,帝京,帝京,多摩大目黒,多摩大学目黒,1,0,終了,https://koko-soccer.com/score/40
